Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60
