Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50
